Name,Abbrev,Place,Id,Code,Department,Authors,Score 3 Yr,Score Overall
Universitas Pancasakti Tegal,UPSTEGAL,"KOTA TEGAL - JAWA TENGAH, ID",54,061013,25,188,18006,31151
Politeknik Negeri Jakarta,PNJ,"KOTA DEPOK - JAWA BARAT, ID",539,005002,50,379,17944,43764
Universitas Budi Luhur,UBL,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1090,031045,17,311,17888,47989
Universitas Pendidikan Nasional,UNDIKNAS,"KOTA DENPASAR - BALI, ID",2366,081004,13,189,17745,35149
Universitas Muhammadiyah Cirebon,UMC,"KAB. CIREBON - JAWA BARAT, ID",1417,041029,23,188,17535,27493
Universitas Majalengka,-,"KAB. MAJALENGKA - JAWA BARAT, ID",1431,041043,25,178,17312,29700
Universitas Islam Negeri Sumatera Utara,UINSU,"KOTA MEDAN - SUMATERA UTARA, ID",3380,201008,62,502,17309,37383
Sekolah Tinggi Manajemen Informatika dan Komputer Royal,STMIKROYAL,"KAB. ASAHAN - SUMATERA UTARA, ID",700,013173,4,91,17288,24550
Universitas Binawan,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1200,031064,14,119,17220,21787
Politeknik Kesehatan Kementerian Kesehatan Jakarta III,POLTEKKESKEMENKESJAKARTAIII,"KOTA BEKASI - JAWA BARAT, ID",4421,405010,11,147,16991,31956
Universitas Lancang Kuning,UNILAK,"KOTA PEKANBARU - RIAU, ID",2896,101007,25,296,16916,42438
Universitas Islam Negeri Sunan Ampel,UINSA,"KOTA SURABAYA - JAWA TIMUR, ID",3516,201007,62,571,16843,33716
Universitas Nusantara PGRI Kediri,UNPGRIKEDIRI,"KOTA KEDIRI - JAWA TIMUR, ID",2099,071072,23,236,16809,42658
Universitas Hang Tuah Surabaya,UHTSURABAYA,"KOTA SURABAYA - JAWA TIMUR, ID",2084,071056,21,251,16748,34025
Universitas Bandar Lampung,UBL,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",844,021012,17,144,16509,40488
Universitas Pembangunan Jaya Tangerang,UPJ,"KOTA TANGERANG SELATAN - BANTEN, ID",1441,041053,10,104,16503,39917
Universitas Pekalongan,UNIKAL,"KOTA PEKALONGAN - JAWA TENGAH, ID",25,061011,17,154,16324,31708
Universitas Islam Negeri Ar-Raniry Banda Aceh,UINAR,"KOTA BANDA ACEH - ACEH, ID",3519,201011,54,667,16187,39063
Universitas Borneo Tarakan,UBT,"KOTA TARAKAN - KALIMANTAN UTARA, ID",511,001050,28,326,16145,36904
Institut Teknologi Nasional Yogyakarta,ITNY,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",1891,052006,9,115,16062,53258
Universitas Al Asyariah Mandar,UNASMAN,"KAB. POLEWALI MANDAR - SULAWESI BARAT, ID",2563,091037,12,120,15879,21800
Institut Teknologi Telkom Purwokerto,ITTELKOMPURWOKERTO,"KAB. BANYUMAS - JAWA TENGAH, ID",228,062003,14,169,15832,31173
Universitas Janabadra,UJB,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1869,051003,11,123,15812,30325
Universitas Muhammadiyah Pare-pare,UMPAR,"KOTA PARE PARE - SULAWESI SELATAN, ID",2550,091024,28,170,15764,43912
Universitas Wiralodra,UNWIR,"KAB. INDRAMAYU - JAWA BARAT, ID",1402,041014,17,162,15759,26474
Universitas Bung Hatta,-,"KOTA PADANG - SUMATERA BARAT, ID",2889,101001,33,300,15744,51922
Universitas Kristen Krida Wacana,UKRIDA,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",478,031010,15,163,15646,36888
Universitas Serang Raya,UNSERA,"KAB. SERANG - BANTEN, ID",1436,041049,16,166,15640,35478
Universitas Widya Gama,UWG,"KOTA MALANG - JAWA TIMUR, ID",2058,071030,15,103,15592,45784
Universitas Tidar,UNTIDAR,"KOTA MAGELANG - JAWA TENGAH, ID",10,001056,21,269,15581,36909
Universitas Muhadi Setiabudi,UMUS,"KAB. BREBES - JAWA TENGAH, ID",50,061036,10,91,15523,18219
STIKES Widya Dharma Husada Tangerang,STIKESWDH,"KOTA TANGERANG - BANTEN, ID",1643,043282,7,90,15512,25652
Universitas Swiss German,-,"KAB. TANGERANG - BANTEN, ID",1414,041026,12,67,15504,46123
Institut Teknologi Indonesia,ITI,"KOTA TANGERANG SELATAN - BANTEN, ID",1111,032006,12,99,15484,33753
Sekolah Tinggi Manajemen Informatika dan Komputer Triguna Dharma,TGD,"KOTA MEDAN - SUMATERA UTARA, ID",690,013157,4,79,15467,23197
Universitas Persada Indonesia Yai,UPIY.A.I,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",1068,031020,20,139,15464,28066
Universitas Timor,UNIMOR,"KAB. TIMOR TENGAH UTARA - NUSA TENGGARA TIMUR, ID",524,001060,16,290,15443,26404
Universitas Islam Negeri Raden Fatah Palembang,UINRFP,"KOTA PALEMBANG - SUMATERA SELATAN, ID",3518,201009,48,581,15400,29637
Universitas Bhakti Kencana,UNIV.BHAKTIKENCANA,"KOTA BANDUNG - JAWA BARAT, ID",8359,041068,27,187,15149,24142
Politeknik Negeri Banyuwangi,POLIWANGI,"KAB. BANYUWANGI - JAWA TIMUR, ID",570,005035,11,130,15068,24182
Sekolah Tinggi Pariwisata Trisakti,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1184,033114,6,80,15057,21027
Politeknik Negeri Lhokseumawe,POLTEKLHOKSEUMAWE,"KOTA LHOKSEUMAWE - ACEH, ID",553,005016,29,282,14816,42972
Universitas Muhammadiyah Tasikmalaya,-,"KOTA TASIKMALAYA - JAWA BARAT, ID",1448,041061,15,86,14806,25290
UNIVERSITAS FLORES,UNIFLOR,"KAB. ENDE - NUSA TENGGARA TIMUR, ID",2382,151002,16,213,14794,22296
Universitas Katolik Santo Thomas,USTMEDAN,"KOTA MEDAN - SUMATERA UTARA, ID",587,011009,18,151,14393,29021
Universitas Islam 45,UNISMA45,"KOTA BEKASI - JAWA BARAT, ID",1406,041018,24,194,14351,31966
Universitas Bina Darma,UBD,"KOTA PALEMBANG - SUMATERA SELATAN, ID",851,021019,22,177,14248,46332
Universitas Galuh,UNIGAL,"KAB. CIAMIS - JAWA BARAT, ID",1411,041023,24,272,14244,25644
Universitas Muhammadiyah Tangerang,UMT,"KOTA TANGERANG - BANTEN, ID",1319,041051,35,346,14110,21094
Universitas Bakrie,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1099,031053,12,86,14108,43227
Universitas Wijaya Putra,UWP,"KOTA SURABAYA - JAWA TIMUR, ID",512,071011,14,141,14106,28550
Universitas Pembangunan Panca Budi,UNPAB,"KOTA MEDAN - SUMATERA UTARA, ID",582,011004,22,355,14051,36699
Institut Sains & Teknologi AKPRIND Yogyakarta,ISTAKPRIND,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1887,052003,12,105,14016,36128
Universitas Simalungun,-,"KOTA PEMATANGSIANTAR - SUMATERA UTARA, ID",583,011005,19,119,13947,21439
INSTITUT AGAMA ISLAM NEGERI PAREPARE / IAIN PAREPARE,-,"KOTA PARE PARE - SULAWESI SELATAN, ID",3542,202038,33,216,13941,21741
Politeknik Negeri Batam,POLIBATAM,"KOTA BATAM - KEPULAUAN RIAU, ID",564,005029,22,191,13848,40484
Universitas Serambi Mekkah,USM,"KOTA BANDA ACEH - ACEH, ID",3357,Indonesia,0,237,13840,22469
STKIP PGRI Jombang,-,"KAB. JOMBANG - JAWA TIMUR, ID",2144,073017,9,110,13768,25255
Universitas Garut,UNIGA,"KAB. GARUT - JAWA BARAT, ID",1412,041024,29,248,13731,23225
Universitas Klabat,UNKLAB,"KAB. MINAHASA UTARA - SULAWESI UTARA, ID",2533,161002,15,119,13722,24562
Universitas Islam Negeri Walisongo Semarang,UINWALISONGO,"KOTA SEMARANG - JAWA TENGAH, ID",201,201010,51,596,13690,27560
Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,STIESIASURABAYA,"KOTA SURABAYA - JAWA TIMUR, ID",2132,073001,8,107,13587,31738
Universitas Merdeka Madiun,UNMERMADIUN,"KOTA MADIUN - JAWA TIMUR, ID",2070,071042,9,90,13483,28555
Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi,-,"KOTA JAMBI - JAMBI, ID",4500,201016,46,527,13479,24646
Institut Teknologi Garut,ITG,"KAB. GARUT - JAWA BARAT, ID",1487,042020,5,57,13470,36098
Universitas Katolik Soegijapranata,UNIKA,"KOTA SEMARANG - JAWA TENGAH, ID",19,061012,28,225,13469,40112
Universitas Ichsan Gorontalo,UNISAN,"KOTA GORONTALO - GORONTALO, ID",2559,161014,15,187,13413,22656
Universitas Muhammadiyah Bengkulu,UMB,"KOTA BENGKULU - BENGKULU, ID",842,021010,23,279,13386,25222
Universitas Islam Lamongan,UNISLA,"KAB. LAMONGAN - JAWA TIMUR, ID",2093,071067,20,237,13354,27521
Universitas Narotama,-,"KOTA SURABAYA - JAWA TIMUR, ID",2040,071008,12,94,13351,32845
Universitas Malahayati,-,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",841,021009,0,239,13044,65673
Institut Teknologi Kalimantan,ITK,"KOTA BALIKPAPAN - KALIMANTAN TIMUR, ID",536,002013,22,241,12986,24883
Universitas Respati Yogyakarta,UNRIYO,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",1882,051020,17,171,12907,25064
Universitas Amikom Purwokerto,UAP,"KAB. BANYUMAS - JAWA TENGAH, ID",8327,061054,6,99,12880,18168
Universitas Megarezky,UNIMERZ,"KOTA MAKASSAR - SULAWESI SELATAN, ID",8270,091056,27,251,12786,17013
Universitas Muhammadiyah Kendari,UMK,"KOTA KENDARI - SULAWESI TENGGARA, ID",2562,091036,20,166,12693,27138
Universitas Muhammadiyah Maluku Utara,UMMU,"KOTA TERNATE - MALUKU UTARA, ID",3311,121005,19,170,12624,28010
Universitas Methodist Indonesia,UMIMEDAN,"KOTA MEDAN - SUMATERA UTARA, ID",584,011006,14,176,12619,24881
Universitas Muhammadiyah Sidenreng Rappang,UMSRAPPANG,"KAB. SIDENRENG RAPPANG - SULAWESI SELATAN, ID",8272,091058,18,123,12537,19504
Institut Teknologi dan Bisnis Widya Gama Lumajang,ITBWIGALUMAJANG,"KAB. LUMAJANG - JAWA TIMUR, ID",2185,072034,3,57,12463,16781
Universitas Stikubank,UNISBANK,"KOTA SEMARANG - JAWA TENGAH, ID",59,061029,12,155,12458,40090
Universitas Hasyim Asy'ari,UNHASY,"KAB. JOMBANG - JAWA TIMUR, ID",2107,071080,24,146,12457,18366
Universitas Ma Chung,UMC,"KAB. MALANG - JAWA TIMUR, ID",2101,071074,11,70,12451,38891
Universitas HKBP Nommensen Pematangsiantar,UHKBPNP,"KOTA PEMATANGSIANTAR - SUMATERA UTARA, ID",8258,011050,13,93,12440,14660
Universitas Adhirajasa Reswara Sanjaya,ARS,"KOTA BANDUNG - JAWA BARAT, ID",1440,041077,9,99,12372,18110
Universitas Cokroaminoto Palopo,UNCP,"KOTA PALOPO - SULAWESI SELATAN, ID",2564,091039,12,169,12311,23723
Politeknik Perkapalan Negeri Surabaya,PPNS,"KOTA SURABAYA - JAWA TIMUR, ID",550,005014,18,167,12310,31118
Universitas Muhammadiyah Mataram,UMMAT,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",2373,081010,33,261,12178,24956
Universitas Teknologi Sumbawa,UTSSUMBAWA,"KAB. SUMBAWA - NUSA TENGGARA BARAT, ID",2390,081030,32,204,12134,32228
Universitas Islam Madura,UIM,"KAB. PAMEKASAN - JAWA TIMUR, ID",2095,071068,16,107,12094,20386
Universitas Perjuangan Tasikmalaya,UNPER,"KOTA TASIKMALAYA - JAWA BARAT, ID",1450,041063,10,82,12055,16318
Universitas Wahid Hasyim,UNWAHAS,"KOTA SEMARANG - JAWA TENGAH, ID",61,061027,21,181,12034,31112
Institut Bisnis dan Teknologi Indonesia,INSTIKI,"KOTA DENPASAR - BALI, ID",2454,082019,4,163,11957,18168
Universitas Internasional Semen Indonesia,UISI,"KAB. GRESIK - JAWA TIMUR, ID",2118,071089,10,77,11946,16969
Politeknik Caltex Riau,PCR,"KOTA PEKANBARU - RIAU, ID",3128,105002,16,91,11915,30286
Sekolah Tinggi Ilmu Ekonomi Sultan Agung,-,"KOTA PEMATANGSIANTAR - SUMATERA UTARA, ID",660,013088,5,45,11776,18727
IAIN Syekh Nurjati Cirebon,-,"KOTA CIREBON - JAWA BARAT, ID",3524,202007,39,287,11748,27485
IKIP PGRI Pontianak,-,"KOTA PONTIANAK - KALIMANTAN BARAT, ID",3154,112002,12,210,11690,24100
Universitas Hang Tuah Pekanbaru,UHTP,"KOTA PEKANBARU - RIAU, ID",8244550,101040,13,126,11688,18739
Politeknik Kesehatan Kementerian Kesehatan Semarang,POLTEKKESKEMENKESSEMARANG,"KOTA SEMARANG - JAWA TENGAH, ID",4424,405013,34,353,11633,25747
Universitas Sangga Buana,USB-YPKP,"KOTA BANDUNG - JAWA BARAT, ID",1432,041044,16,146,11577,20585
Universitas Teknologi Yogyakarta,UTY,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",1880,051018,27,170,11568,24739
Universitas Islam Negeri Mataram,-,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",3529,201015,33,320,11489,20599
Politeknik Negeri Lampung,POLINELA,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",543,005007,39,215,11392,35861
Politeknik Negeri Media Kreatif,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",562,005027,17,135,11368,21818
Universitas Asahan,UNIVERSITASASAHAN,"KAB. ASAHAN - SUMATERA UTARA, ID",593,011016,13,122,11156,20266
Universitas Muhammadiyah Palopo,UMPALOPO,"KOTA PALOPO - SULAWESI SELATAN, ID",8271,091059,18,125,11130,20580
Institut Teknologi dan Bisnis Kalbis,KALBISINSTITUTE,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1117,032013,7,80,11120,17447
Politeknik Kesehatan Kementerian Kesehatan Surabaya,POLTEKKESKEMENKESSURABAYA,"KOTA SURABAYA - JAWA TIMUR, ID",4427,405016,22,253,11014,20474
Universitas Darussalam Gontor,UNIDAGONTOR,"KAB. PONOROGO - JAWA TIMUR, ID",2114,071085,22,240,10935,19669
Universitas Dinamika,UNDIKA,"KOTA SURABAYA - JAWA TIMUR, ID",2130,071099,9,81,10926,39877
Universitas Jenderal Achmad Yani Yogyakarta,UNJAYA,"KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1917,051025,15,148,10850,16801
Universitas Islam Balitar,UNISBABLITAR,"KOTA BLITAR - JAWA TIMUR, ID",2097,071070,18,115,10825,14677
Universitas Sampoerna,SU,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1102,031056,10,51,10814,32216
Universitas Islam Sumatera Utara,UISU,"KOTA MEDAN - SUMATERA UTARA, ID",578,011001,36,266,10813,25535
Universitas Sulawesi Barat,UNSULBAR,"KAB. MAJENE - SULAWESI BARAT, ID",517,001054,27,301,10798,21861
Universitas Dr Soetomo,UNITOMO,"KOTA SURABAYA - JAWA TIMUR, ID",2037,071005,28,186,10794,22741
Badan Penelitian dan Pengembangan Kesehatan Kementerian Kesehatan,BALITBANGKES,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",4496,0,0,210,10681,33884
Universitas Sembilanbelas November Kolaka,USN,"KAB. KOLAKA - SULAWESI TENGGARA, ID",518,001055,30,285,10667,22720
Universitas PGRI Ronggolawe,UNIROW,"KAB. TUBAN - JAWA TIMUR, ID",2100,071073,18,121,10554,20368
Universitas Muhammadiyah Pontianak,UMPONTIANAK,"KOTA PONTIANAK - KALIMANTAN BARAT, ID",3143,111013,16,131,10539,28175
STMIK Pringsewu,-,"KAB. PRINGSEWU - LAMPUNG, ID",474,023109,2,75,10481,25652
Universitas Ngudi Waluyo,-,"KAB. SEMARANG - JAWA TENGAH, ID",1996,061044,20,133,10445,22081
Institut Agama Islam Negeri Kudus,IAINKUDUS,"KAB. KUDUS - JAWA TENGAH, ID",185,202041,29,227,10444,22648
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Singkawang,STKIPSINGKAWANG,"KOTA SINGKAWANG - KALIMANTAN BARAT, ID",3229,113085,5,46,10314,17137
Universitas Semarang,USM,"KOTA SEMARANG - JAWA TENGAH, ID",21,061017,15,403,10304,27505
Universitas Islam Nahdlatul Ulama Jepara,UNISNUJEPARA,"KAB. JEPARA - JAWA TENGAH, ID",1990,061037,19,175,10106,26658
Institut Teknologi Perusahaan Listrik Negara,-,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",1177,032026,13,148,10015,22392
Belitung Raya Foundation,-,"KAB. BELITUNG TIMUR - KEPULAUAN BANGKA BELITUNG, ID",8162,16,0,1,9982,15894
Universitas Putra Bangsa,UPB,"KAB. KEBUMEN - JAWA TENGAH, ID",170,061060,8,65,9930,13633
Universitas Harapan Medan,-,"KOTA MEDAN - SUMATERA UTARA, ID",620,011049,14,144,9926,24380
Politeknik Pertanian Negeri Kupang,PPNK,"KOTA KUPANG - NUSA TENGGARA TIMUR, ID",557,005021,22,140,9925,25833
Universitas Muhammadiyah Purworejo,UMPWR,"KAB. PURWOREJO - JAWA TENGAH, ID",51,061025,15,133,9919,29327
Universitas Fajar,UNIFA,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2569,091045,16,130,9910,19040
Sekolah Tinggi Ilmu Ekonomi Makassar Bongaya,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2599,093027,3,89,9862,15424
Universitas Muhammadiyah Riau,UMRI,"KOTA PEKANBARU - RIAU, ID",2905,101018,26,206,9814,20820
Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto,UINSAIZUPURWOKERTO,"KAB. BANYUMAS - JAWA TENGAH, ID",184,201020,30,230,9780,21227
Sekolah Tinggi Ilmu Ekonomi Trisakti,-,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",1155,033066,2,144,9662,14339
Universitas Ibrahimy,UNIB,"KAB. SITUBONDO - JAWA TIMUR, ID",8142,071095,29,205,9606,15822
Universitas Pramita Indonesia,UNPRI,"KAB. TANGERANG - BANTEN, ID",1427,041039,9,45,9430,12316
Sekolah Tinggi Ilmu Kesehatan Baiturrahim,STIKESBAITURRAHIMJAMBI,"KOTA JAMBI - JAMBI, ID",2982,103077,8,62,9427,16980
Universitas Veteran Bangun Nusantara,UNIVETBANTARA,"KAB. SUKOHARJO - JAWA TENGAH, ID",84,061016,22,151,9412,26677
Institut Informatika Dan Bisnis Darmajaya,-,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",861,022001,13,132,9410,26591
Universitas Pahlawan Tuanku Tambusai,-,"KAB. KAMPAR - RIAU, ID",3026,101029,23,140,9374,18215
Universitas Islam Negeri Raden Mas Said Surakarta,UINSAIDSURAKARTA,"KAB. SUKOHARJO - JAWA TENGAH, ID",190,201021,0,278,9334,18181
Sekolah Tinggi Ilmu Ekonomi Ekuitas,-,"KOTA BANDUNG - JAWA BARAT, ID",1464,043022,5,72,9202,15862
Universitas Riau Kepulauan,UNRIKA,"KOTA BATAM - KEPULAUAN RIAU, ID",2902,101014,16,144,9144,22574
Universitas Indonesia Maju,UIM,"UNKNOWN - UNKNOWN, ID",8244514,031072,19,136,9111,12736
Institut Pendidikan Indonesia Garut,IPIGARUT,"KAB. GARUT - JAWA BARAT, ID",1470,042013,13,113,9068,17328
Institut Seni Indonesia Padang Panjang,-,"KOTA PADANG PANJANG - SUMATERA BARAT, ID",532,002009,19,230,8998,16990
Universitas Sahid,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1077,031030,12,113,8886,19221
Universitas Quality,UQ,"KOTA MEDAN - SUMATERA UTARA, ID",605,011040,10,85,8844,12769
Universitas Bina Bangsa,UNIBA,"KOTA SERANG - BANTEN, ID",4515,041065,21,205,8806,14121
Universitas Muhammadiyah Sumatera Barat,UMSUMBAR,"KOTA PADANG - SUMATERA BARAT, ID",2890,101002,26,189,8802,19143
Politeknik Pos Indonesia,POLTEKPOS,"KOTA BANDUNG - JAWA BARAT, ID",1842,045009,10,86,8781,18160
Sekolah Tinggi Ilmu Ekonomi Amkop Makassar,STIEAMKOP,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2634,093064,6,95,8770,11733
Universitas Kristen Indonesia Toraja,UKITORAJA,"KAB. TANA TORAJA - SULAWESI SELATAN, ID",2546,091020,14,167,8745,14112
Universitas Al-azhar Indonesia,UAI,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1089,031044,21,153,8736,24250
Universitas Mandala Waluya,-,"KOTA KENDARI - SULAWESI TENGGARA, ID",2707,091068,10,121,8699,13108
Institut Agama Islam Negeri Metro,-,"KOTA METRO - LAMPUNG, ID",3556,202033,24,195,8567,16915
Universitas Aisyah Pringsewu,UAP,"KAB. PRINGSEWU - LAMPUNG, ID",955,021031,19,107,8553,13870
Universitas Graha Nusantara Padangsidimpuan,UGNP,"KOTA PADANGSIDIMPUAN - SUMATERA UTARA, ID",592,011015,16,153,8525,14258
Universitas Sains Dan Teknologi Komputer,UNIVERSITASSTEKOM,"KOTA SEMARANG - JAWA TENGAH, ID",8244259,061058,13,140,8517,16471
Universitas Nurul Jadid,UNUJA,"KAB. PROBOLINGGO - JAWA TIMUR, ID",4820,071094,25,181,8491,13828
Universitas Dhyana Pura,UNDHIRA,"KAB. BADUNG - BALI, ID",2389,081029,16,131,8402,21041
Universitas Islam Negeri Imam Bonjol Padang,UINIMAMBONJOLPADANG,"KOTA PADANG - SUMATERA BARAT, ID",3521,201013,45,291,8401,14345
Universitas Mercu Buana Yogyakarta,-,"KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID",1881,051019,16,142,8273,24574
Universitas Wisnuwardhana,UNIDHA,"KOTA MALANG - JAWA TIMUR, ID",504,071028,14,167,8259,20449
Politeknik Kesehatan Kementerian Kesehatan Malang,POLTEKKESKEMENKESMALANG,"KOTA MALANG - JAWA TIMUR, ID",4428,405017,24,223,8245,19503
Universitas Hayam Wuruk Perbanas,UHWPERBANAS,"KOTA SURABAYA - JAWA TIMUR, ID",2133,071105,9,108,8230,21697
Ikatan Ilmuwan Internasional Jepang,DIASPORAJEPANG,"UNKNOWN - UNKNOWN, ID",8244017,401,0,2,8217,23224
Universitas PGRI Mahadewa Indonesia,UPMI,"KOTA DENPASAR - BALI, ID",2396,081047,13,145,8147,15481
Universitas Tribhuwana Tungga Dewi,UNITRI,"KOTA MALANG - JAWA TIMUR, ID",2088,071061,19,183,8104,33701
Universitas Islam Indragiri,UNISI,"KAB. INDRAGIRI HILIR - RIAU, ID",2904,101017,15,118,8096,16128
Institut Pariwisata dan Bisnis Internasional,IPBINTERNASIONAL,"KOTA DENPASAR - BALI, ID",2450,082013,7,85,8047,15262
Institut Seni Indonesia Denpasar,-,"KOTA DENPASAR - BALI, ID",531,002007,18,199,7999,23161
Politeknik Pertanian Negeri Payakumbuh,POLITANIPAYAKUMBUH,"KAB. LIMA PULUH KOTA - SUMATERA BARAT, ID",560,005025,23,164,7987,27202
Universitas Darul  ulum,UNDAR,"KAB. JOMBANG - JAWA TIMUR, ID",2052,071023,22,127,7945,13572
Lembaga Biologi Molekuler Eijkman,EIJKMAN,"- - ACEH, ID",4838,0,0,41,7927,54668
Universitas Bina Bangsa Getsempena,-,"KOTA BANDA ACEH - ACEH, ID",516,133018,0,95,7911,18890
Universitas PGRI Sumatera Barat,UPGRISBA,"KOTA PADANG - SUMATERA BARAT, ID",2919,101039,20,251,7907,18798
Universitas Pasir Pengaraian,-,"KAB. ROKAN HULU - RIAU, ID",2908,101021,19,139,7886,22480
Institut Pertanian Stiper,INSTIPERYOGYAKARTA,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",1888,052004,6,98,7844,17239
Politeknik Negeri Cilacap,PNC,"KAB. CILACAP - JAWA TENGAH, ID",15,005042,7,73,7800,13097
Institut Bisnis dan Teknologi Pelita Indonesia,INSTITUTBISNISDANTEKNOLOGIPELITAINDONESIA,"KOTA PEKANBARU - RIAU, ID",8244249,102005,6,68,7782,17297
Institut Transportasi  dan Logistik Trisakti,ITLTRISAKTI,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1135,032020,11,149,7774,15252
Universitas Nusa Bangsa,UNB,"KOTA BOGOR - JAWA BARAT, ID",1408,041020,9,61,7772,16936
Universitas Bumigora,-,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",2419,081040,15,163,7685,12755
Universitas HKBP Nommensen,-,"KOTA MEDAN - SUMATERA UTARA, ID",579,011002,33,296,7641,27528
Universitas Muhammadiyah Sukabumi,UMMI,"KOTA SUKABUMI - JAWA BARAT, ID",1428,041040,24,163,7586,18989
IAIN Salatiga,-,"KOTA SALATIGA - JAWA TENGAH, ID",188,202023,32,205,7575,15624
Institut Teknologi Del,-,"KAB. TOBA SAMOSIR - SUMATERA UTARA, ID",614,012005,9,87,7541,18365
Politeknik Kesehatan Kementerian Kesehatan Kupang,POLTEKKESKEMENKESKUPANG,"KOTA KUPANG - NUSA TENGGARA TIMUR, ID",4431,405020,15,206,7524,15003
Politeknik Negeri Balikpapan,POLTEKBA,"KOTA BALIKPAPAN - KALIMANTAN TIMUR, ID",568,005032,11,78,7466,11477
Universitas Al-Azhar,UNAZ,"KOTA MEDAN - SUMATERA UTARA, ID",597,011026,8,64,7403,12049
Akademi Teknologi Industri Dewantara Palopo,ATIDEWANTARAPALOPO,"KOTA PALOPO - SULAWESI SELATAN, ID",2783,094038,3,31,7383,12509
Politeknik Kesehatan Kementerian Kesehatan Makassar,POLTEKKESKEMENKESMAKASSAR,"KOTA MAKASSAR - SULAWESI SELATAN, ID",4438,405027,20,238,7328,12472
Sekolah Tinggi Manajemen Informatika dan Komputer Pelita Nusantara,STMIKPELITANUSANTARA,"KOTA MEDAN - SUMATERA UTARA, ID",627,013147,7,56,7309,12438
Universitas Madura,UNIRA,"KAB. PAMEKASAN - JAWA TIMUR, ID",2076,071048,10,154,7306,12675
STIKOM Tunas Bangsa,STIKOMTB,"KOTA PEMATANGSIANTAR - SUMATERA UTARA, ID",458,013181,2,66,7208,12573
Universitas Muhammadiyah Buton,-,"KOTA BAU BAU - SULAWESI TENGGARA, ID",2558,091032,16,169,7196,11812
STMIK Insan Pembangunan,-,"KAB. TANGERANG - BANTEN, ID",1595,043225,3,44,7191,9040
Universitas 'Aisyiyah Bandung,UNISABANDUNG,"KOTA BANDUNG - JAWA BARAT, ID",1686,041087,8,57,7174,9874
Universitas Advent Indonesia,UNAI,"KAB. BANDUNG BARAT - JAWA BARAT, ID",1401,041011,16,85,7165,14163
Universitas Hindu Indonesia,UNHIDENPASAR,"KOTA DENPASAR - BALI, ID",2372,081009,19,174,7081,12492
Universitas Baiturrahmah,-,"KOTA PADANG - SUMATERA BARAT, ID",2898,101009,12,190,7071,11873
Universitas Tunas Pembangunan Surakarta (UTP),UTPSURAKARTA,"KOTA SURAKARTA - JAWA TENGAH, ID",1986,061010,13,126,7021,16836
Universitas Muhammadiyah Sorong,UM-SORONG,"KOTA SORONG - PAPUA BARAT, ID",3453,141001,17,161,6974,12102
Institut Sains dan Bisnis Atma Luhur,ISBATMALUHUR,"KOTA PANGKAL PINANG - KEPULAUAN BANGKA BELITUNG, ID",8244284,022002,4,53,6922,11240
Universitas Buddhi Dharma,UBD,"KOTA TANGERANG - BANTEN, ID",1447,041060,14,158,6910,14382
